question_id,ask_text,answer_1,answer_2,answer_3,answer_4,answer_5,right_answer,subject,source,theme,may_in_subway,have_photo,number_of_decisions,number_of_correct_decisions,photo_url
4781,"Катя – рациональный потребитель с ограниченным доходом, и она всегда стремится к достижению потребительского равновесия. Если яблоки и апельсины являются для нее взаимозаменяемыми товарами, то снижение цены на яблоки, скорее всего, приведёт для неё к снижению:",1) предельной полезности потребляемых яблок ,2) общей полезности потребляемых яблок ,3) общей полезности потребляемых яблок и апельсинов,4) предельной полезности потребляемых апельсинов,,0,economics,SIB,utility and consumer choice,1,False,0,0,
4782,"После изучения основ экономики в школе Ирина всегда анализирует свои поступки (выбор) на предмет альтернативной стоимости. Скорее всего, она стремится к тому, чтобы:",1) альтернативная стоимость принимаемых ей решений была минимальна ,2) альтернативная стоимость её решений отсутствовала,3) альтернативная стоимость её решений являлась максимально возможной,4) упущенные выгоды стремились к максимуму,,0,economics,SIB,utility and consumer choice,1,False,0,0,
4783,"Если товар Х для всех потребителей является нормальным благом, то рост доходов вызовет:",1) снижение рыночного спроса на данный товар ,2) увеличение выручки продавцов данного товара,3) снижение расходов на данное благо,4) удешевление данного товара ,5) нет верного ответа,1,economics,REG,utility and consumer choice,1,False,0,0,
4784,"Если на оси Х откладывается количество апельсинов, а на оси Y – количество клубники, то кривая безразличия для потребителя имеет вид прямой линии, параллельной оси Y. Это означает, что",1) спрос потребителя на апельсины является абсолютно неэластичным ,2) потребитель любит апельсины и не любит клубнику,3) потребитель любит клубнику и не любит апельсины,4) потребитель не определился в своих предпочтениях,,1,economics,SIB,utility and consumer choice,1,False,0,0,
4785,"Если известно, что предельная полезность блага постоянно убывает с ростом его потребления, то график общей полезности может выглядеть следующим образом:",1) Вариант а),2) Вариант б),3) Вариант в),4) Вариант г),,2,economics,ZAKL,utility and consumer choice,1,False,0,0,
4786,"Ипполит Матвеевич Воробьянинов, поистратившись накануне в ресторане, не смог заплатить 30 рублей комиссионного сбора, был с позором изгнан с аукциона и лишён возможности купить стулья. Какова альтернативная стоимость решения Ипполита Матвеевича потратить деньги в ресторане?","1) У этого решения не было альтернативной стоимости, так как, тратя деньги в ресторане, Ипполит Матвеевич не знал о том, что придётся платить комиссионный сбор ","2) Избиение, которое учинил Ипполиту Матвеевичу Остап, когда узнал, на что Ипполит Матвеевич потратил деньги ","3) Блага, которые Ипполит Матвеевич мог купить на сумму, потраченную в ресторане","4) Блага сладкой жизни, которые могли быть приобретены на долю Ипполита Матвеевича от суммы, вырученной от продажи спрятанных в одном из стульев бриллиантов",,2,economics,ZAKL,utility and consumer choice,1,False,0,0,
4787,"На рисунке представлена карта безразличия и линия бюджетного ограничения индивидуального потребителя N. В данной ситуации рациональный потребитель N выберет набор из товаров А и Б, соответствующий:","1) или точке 1, или точке 2",2) точке 1,3) точке 3,4) точке 4,,2,economics,ZAKL,utility and consumer choice,1,False,0,0,
4788,"Два бизнесмена решили заняться благотворительностью. Первый анонимно передал $10000 в детский дом, а второй организовал фонд поддержки молодёжи как подразделение своей фирмы, снизив благодаря этому сумму налога на прибыль. Кто из них поступил рационально?","1) только первый, т.к. благотворительность в корыстных целях не может быть рациональной ","2) только второй, т.к. первому не удастся извлечь всей выгоды из данной ситуации","3) оба, т.к. каждый отдавал себе отчёт в том, что он делает","4) ни один из них, т.к. рациональнее было бы вложить эти деньги в расширение производства",,1,economics,SIB,utility and consumer choice,1,False,0,0,
4789,"Илье безразлично, каким образом утолить голод в школьном буфете: съесть либо 4 пирожка с мясом, либо одну пиццу. Каково должно быть соотношение цен на пирожки и пиццу, чтобы Илья однозначно сделал выбор в пользу пиццы?",1) пирожок должен быть дешевле пиццы в четыре раза ,2) пирожок должен быть дешевле пиццы более чем в четыре раза,3) пирожок должен быть дешевле пиццы менее чем в четыре раза,4) пирожок должен быть дороже пиццы в четыре раза,,2,economics,SIB,utility and consumer choice,1,False,0,0,
4790,"Для потребителя N хлеб и сливочное масло - совершенно взаимодополняющие товары, а хлеб и сухое печенье - товары, совершенно заменяющие друг друга. Если в процессе потребления этим потребителем хлеба его маржинальная (предельная) полезность начнёт снижаться, то","1) маржинальная полезность сливочного масла будет расти, а сухого печенья - падать ","2) маржинальная полезность сливочного масла будет падать, а сухого печенья - расти","3) маржинальная полезность и сливочного масла, и сухого печенья будет расти","4) маржинальная полезность и сливочного масла, и сухого печенья будет падать",,3,economics,ZAKL,utility and consumer choice,1,False,0,0,
4791,"Семья решила израсходовать за месяц 4 млн. рублей. В первую очередь семье хотелось бы купить стиральную машину с сушкой (3,5 млн. руб.) и холодильник (2 млн. руб.). По возможности семья желала бы приобрести также пылесос (1 млн. руб.) Деньги, оставшиеся после покупки одного или нескольких из трех названных предметов, будут потрачены на покупку продуктов питания. Если семья в итоге примет решение приобрести стиральную машину, то какова будет альтернативная стоимость этого решения?",1) 4 млн.,2) 3.5 млн.,3) Холодильник,"4) Холодильник, пылесос и продукты питания на сумму 0.5 млн. рублей",,3,economics,ZAKL,utility and consumer choice,1,False,0,0,
4792,Звонарь получает 30 рублей в будний день за работу и 70 рублей в праздники. Альтернативная стоимость дня отдыха для него составляет:,1) 30 рублей,2) 50 рублей,3) 70 рублей,"4) может быть и 30 рублей, и 70 рублей","5) невозможно определить, так как звонарь, отдыхая, теряет разную сумму ",3,economics,MUN,utility and consumer choice,1,False,0,0,
4793,"Индивид весь свой бюджет тратит лишь на два товара, причём единицу первого товара он всегда готов заменить на две единицы второго товара. Если первый товар продаётся по цене 20 рублей за штуку, а второй по цене 5 рублей за штуку, то наилучший набор для потребителя с доходом в 300 рублей включает:",1) 15 единиц первого товара,2) 10 единиц первого товара,3) 5 единиц первого товара,4) 0 единиц первого товара,5) нет верного ответа,3,economics,REG,utility and consumer choice,1,False,0,0,
4794,"Бюджетная линия пересекает ось Х в точке 33. Сколько единиц товара Х мог бы купить потребитель при условии, что цена товара Х равна 6 руб. за шт., и весь свой доход потребитель тратит на товар Y?",1) 198.0,2) 33.0,3) 5.5,4) 0.0,,3,economics,SIB,utility and consumer choice,1,False,0,0,
4795,"Если рациональный покупатель в равновесии приобрел 10 апельсинов и 5 бананов, и суммарная полезность купленных апельсинов была равна суммарной полезности купленных бананов, то...",1) цены апельсинов и бананов относились как 1:2 ,2) цены апельсинов и бананов относились как 2:1,3) цены апельсинов и бананов были равны,4) недостаточно информации для ответа,,3,economics,SIB,utility and consumer choice,1,False,0,0,
4796,"Ученик 8-го класса Лева Кошечкин ходит обедать в школьную столовую. Какое из утверждений будет верным для Левы, если одна из его кривых безразличия выглядит так:",1) Бефстроганов Лева ест только с запечённым картофелем,"2) Если повар предложит добавить картошки, Лева обрадуется","3) Если закончится бефстроганов, Лева откажется от котлеты",4) Две порции бефстроганов с картошкой Лева не осилит,"5) Возможно, Лева возьмёт на обед бефстроганов, если его подадут с запечённым картофелем",4,economics,SIB,utility and consumer choice,1,False,0,0,
4797,"Пусть полезность от потребления товара Y, задаётся следующим образом: 3Y − 0.5 · Py · Y^2 , где Py - цена товара Y, а Y - количество потребленного товара Y. Пусть потребитель располагает доходом I = 2, найдите спрос на товар Y:",1) Qy = 3 − Py ,2) Qy = 3/Py,3) Qy = 4/Py,4) нельзя сказать однозначно,,1,economics,,utility and consumer choice,0,False,0,0,
4798,"Если потребитель располагает суммой I = 200 и потребляет только товар X и его полезность возрастает от количества потреблённых X, то спрос на X можно выразить следующим образом:",1) Qx = 200 − Px ,2) Qx = 200 + Px,3) Qx = 200/Px,4) Qx = 200Px,,2,economics,,utility and consumer choice,1,False,0,0,
4799,"Если с увеличением потребляемого количества экономического блага предельная полезность растёт сначала ускоряющимся, а потом замедляющимся темпом, то общая полезность:","1) сначала растёт, а потом снижается ","2) растёт сначала ускоряющимся, а потом замедляющимся темпом","3) растёт сначала ускоряющимся, а потом замедляющимся темпом ",4) постоянно растёт ускоряющимся темпом,5) постоянно растёт замедляющимся темпом,3,economics,MUN,utility and consumer choice,1,False,0,0,
4800,Коэффициент эластичности величины предложения товара Х по цене по отношению к значению коэффициента эластичности цены предложения по объёму выпуска является величиной:,1) обратной,2) равной,3) прямо пропорциональной,4) зависящей от вида функции предложения,5) независимой,0,economics,ZAKL,elasticity,1,False,0,0,
4801,"Рыночное предложение труда имеет вид: w = 2L^2 . Определить эластичность предложения труда по зарплате, при объёме занятости равном 40.",1) 1/2,2) 2.0,3) 1.5,4) 2/3,5) нет верного ответа,0,economics,MUN,elasticity,1,False,0,0,
4802,"Выберите тот товар, спрос на который наименее эластичен:",1) Соль,2) Кока-кола,3) Квартиры,"4) ""Сигареты Мальборо""",,0,economics,REG,elasticity,1,False,0,0,
4803,"Равновесная цена автомобилей выросла, и при этом перекрёсная эластичность спроса на бензин по цене автомобилей оказалась отрицательной. На основании данной информации можно сделать вывод о том, что. . .","1) предложение автомобилей снизилось, спрос на бензин снизился ","2) предложение автомобилей снизилось, спрос на бензин не изменился","3) спрос на автомобили снизился, спрос на бензин снизился","4) спрос на автомобили вырос, спрос на бензин вырос",,0,economics,SIB,elasticity,1,False,0,0,
4804,"Если увеличение дохода на 1% приводит к снижению потребления товара на 2%, то, скорее всего:",1) спрос на товар при данных условиях эластичен по доходу ,2) товар является предметом роскоши,3) товар нормальный,4) верно а) и в),,0,economics,ZAKL,elasticity,1,False,0,0,
4805,"Эластичность спроса на товар А по доходу больше 1. Это означает, что товар А является:",1) предметом роскоши ,2) товаром первой необходимости,3) инфериорным (низшим) благом,4) все вышеперечисленное неверно,,0,economics,ZAKL,elasticity,1,False,0,0,
4806,"В течение известного периода доля потребителя «рогов и копыт» в общей структуре потребления не зависила от доходов граждан Черноморска и была равна 0,8%. На основании этих данных можно утверждать, что эластичность спроса на «рога и копыта» по доходу была равна:",1) нулю,2) единице,3) 0.08,4) 1.008,5) все выше перечисленное неверно,1,economics,ZAKL,elasticity,1,False,0,0,
4807,"Если известно, что кривая спроса абсолютно неэластична, то график общей выручки будет выглядеть следующим образом:",1) Вариант а),2) Вариант б),3) Вариант в),4) Вариант г),,1,economics,ZAKL,elasticity,1,False,0,0,
4808,"На рынке товара Х только две группы потребителей, их функции спроса Q = 12 − P и Q = 13 − 2P соответственно. Эластичность рыночного спроса по цене в точке, соответствующей Q=4 равна:",1) -8.0,2) -2.0,3) -5.25,4) -2.25,5) нет верного ответа,1,economics,ZAKL,elasticity,1,False,0,0,
4809,"В точке, где эластичность линейной кривой спроса равна –2, цена равна 20. При какой цене значение эластичности будет равно –4?",1) 22.0,2) 24.0,3) 26.0,4) 28.0,5) недостаточно информации,1,economics,MOSH,elasticity,1,False,0,0,
4810,"Если рыночная кривая предложения совершенно конкурентной отрасли, состоящей из 200 одинаковых фирм имеет постоянную единичную эластичность, то эластичность предложения каждой отдельной фирмы:",1) больше 1,2) равна 1,3) меньше 1,4) равна 0.005,5) невозможно определить по приведенным данным,1,economics,MOSH,elasticity,1,False,0,0,
4811,"Монопсонист на рынке труда увеличил заработную плату на 20%, при этом общие затраты на найм труда увеличились на 40%. Дуговая эластичность предложения труда по заработной плате составляет:",1) 1.0,2) 0.846,3) 0.833,4) 0.767,5) нет верного ответа,1,economics,MOSH,elasticity,1,False,0,0,
4812,Ценовая эластичность предложения продукта зависит от:,1) доли расходов фирм на рекламу продукта в общих расходах на производство продукта ,"2) доступности ресурсов, используемых в производстве продукта",3) степени необходимости продукта потребителям (товар первой необходимости или предмет роскоши),4) наличия взаимодополняющих продуктов в потреблении,,1,economics,MUN,elasticity,1,False,0,0,
4813,"Вы используете для покупки товара А 5% своего дохода, составляющего в месяц 3000 рублей. Если вы будете иметь на 1000 рублей больше, то из этого дохода вы потратите 10% своего дохода на приобретение товара А. Эти сведения позволяют определить:",1) эластичность спроса по цене,2) эластичность спроса по доходу,3) перекрестную эластичность спроса,4) верных ответов нет,,1,economics,REG,elasticity,1,False,0,0,
4814,"Известно, что при текущем объёме продаж ценовая эластичность спроса равна -2, тогда 3%-ное повышение цены товара приведёт:",1) к увеличению выручки меньше чем на 3% ,2) к сокращению выручки больше чем на 3%,3) к увеличению выручки больше чем на 3%,4) к сокращению выручки меньше чем на 3% ,5) ничего определенного относительно изменения выручки сказать нельзя,1,economics,SIB,elasticity,1,False,0,0,
4815,Перекрестная эластичность спроса на товар А по цене услуги Б равна 1. Поэтому:,1) выручка от продажи товара А максимальна ,2) А и Б являются взаимозаменяемыми ,3) А и Б являются взаимодополняющими,4) все вышеперечисленное неверно,,1,economics,ZAKL,elasticity,1,False,0,0,
4816,"Во сколько раз изменятся расходы потребителя на приобретение яблок при росте цены на них с 20 до 25 рублей, если известно, что эластичность спроса потребителя на яблоки постоянна и равна (-2)?",1) 0.5,2) 0.75,3) 0.8,4) 1.25,5) 1.5,2,economics,ZAKL,elasticity,1,False,0,0,
4817,"Зависимость спроса на товар А от дохода (М) описывается функцией Qd = 100−2·M. Если доход равен 10 рублей, то эластичность спроса по доходу равна:","1) 0,25, а товар А –некачественный (низший, инфериорный) ","2) 4, а товар А – нормальный","3) – 0,25, а товар А – некачественный (низший, инфериорный","4) – 4 , а товар А – некачественный (низший, инфериорный) ",5) Среди приведённых ответов нет правильного ответа,2,economics,ZAKL,elasticity,1,False,0,0,
4818,"В точке, где точечная эластичность линейной кривой спроса равна –1, цена равна 20. При каком значении цены значение эластичности будет равно –3?",1) 25.0,2) 20.0,3) 30.0,4) 33.3,5) нет верного ответа,2,economics,MOSH,elasticity,1,False,0,0,
4819,Цена товара выросла в 2 раза. Точечная эластичность спроса равна (-2) и постоянна вдоль всей кривой. Выручка производителей,1) вырастет в 2 раза ,2) вырастет в 4 раза,"3) составит 0,5 от первоначальной","4) составит 0,75 от первоначальной",5) такого не может быть,2,economics,MOSH,elasticity,1,False,0,0,
4820,"Рыночное предложение труда имеет вид: w = 40 + 2L. Определить эластичность предложения труда по зарплате, при объёме занятости равной 40.",1) 1/2,2) 2,3) 1.5,4) 2/3,5) нет верного ответа,2,economics,MUN,elasticity,1,False,0,0,
4821,"С ростом доходов в Житомире стали покупать больше сыра, но меньше макарон. Отсюда можно сделать вывод, что при прочих равных условиях:",1) сыр и макароны - это товары заменители ,"2) макароны - нормальный товар, а сыр - товар «низшего порядка» (низшей категории, инфериорный товар)","3) сыр - нормальный товар, а макароны - товар «низшего порядка» (низшей категории, инфериорный товар)","4) верно ""а""и ""в""",,2,economics,REG,elasticity,1,False,0,0,
4822,Перекрёстная эластичность cпpoca характеризует реакцию:,1) цены одного товара на изменение цены другого товара ,2) величины cпpoca одного товара на изменение величины cпpoca другого товара,3) цены одного товара на изменение величины cпpoca другого товара,4) величины cпpoca одного товара на изменение цены другого товара,5) цены данного товара на изменение дохода,3,economics,VP,elasticity,1,False,0,0,
4823,При увеличении выпуска на 1% выручка монополиста снизилась на 1%. Коэффициент эластичности ВЫРУЧКИ по цене составил:,1) -1.0,2) -0.5,3) 0.0,4) 0.5,5) 1.0,3,economics,ZAKL,elasticity,1,False,0,0,
4824,"Разность значений (с учетом знаков) коэффициентов эластичности предложения и спроса по цене равна единице. Это возможно при условии, что:","1) Спрос эластичен по цене, а предложение неэластично ","2) Предложение эластично по цене, а спрос неэластичен","3) И спрос, и предложение эластичны по цене","4) И спрос, и предложение неэластичны по цене",5) нет верного ответа,3,economics,ZAKL,elasticity,1,False,0,0,
4825,Функция рыночного спроса на товар Х имеет вид: Q = 12 − 3. При какой цене эластичность рыночного спроса по цене будет равна -3?,1) 1.0,2) 1.5,3) 3.0,4) 4.0,5) нет верного ответа,3,economics,MUN,elasticity,1,False,0,0,
4826,В каких единицах из представленного ниже списка измеряется эластичность общих издержек по объёму выпуска?,1) в штуках за час ,2) в процентах ,3) в рублях на штуку,4) это безразмерная величина,5) в штуках на рубль,3,economics,MOSH,elasticity,1,False,0,0,
4827,Сдвиг влево кривой предложения приведёт к росту равновесной цены в большей степени в случае:,1) более эластичной кривой предложения ,2) большего коэффициента эластичности спроса в точке равновесия,3) более эластичного спроса ,4) более неэластичного спроса,,3,economics,MOSH,elasticity,1,False,0,0,
4828,Ценовая эластичность спроса на ресурс тем выше:,1) чем выше возможность замены в производстве этого ресурса другими,2) чем выше эластичность спроса на производимую конечную продукцию ,3) чем выше доля расходов на ресурс в общем объёме издержек фирмы,4) верно все перечисленное,,3,economics,MOSH,elasticity,1,False,0,0,
4829,С ростом цены янтаря на 1% выручка увеличилась на 2%. Янтарь является нормальным товаром. Поэтому:,1) спрос на товар эластичен ,2) cпрос на янтарь неэластичен,3) эластичность спроса на янтарь равна 3.25,4) такого быть не может,,3,economics,ZAKL,elasticity,1,False,0,0,
4830,"Эластичность спроса на товар А по цене больше эластичность спроса на товар Б по цене. Из этого можно сделать вывод, что:",1) товары А и Б взаимозаменяемы ,2) товары А и Б являются взаимодополняющими ,"3) товары А и Б могут быть либо взаимозаменяемыми, либо взаимодополняющими",4) среди приведённых ответов нет правильного,,3,economics,ZAKL,elasticity,1,False,0,0,
4831,Какое благо НЕ будет считаться предметом роскоши?,"1) автомобили – эластичность по доходу ( +5,5) ","2) часы – эластичность по доходу (+1,3)",3) туристические путевки – эластичность по доходу (+ 4),"4) бензин – эластичность по доходу (+0,55) ","5) услуги такси – эластичность по доходу (+2,5)",3,economics,VP,elasticity,1,False,0,0,
4832,К некачественному (инфериорному) товару абсолютно точно можно отнести:,1) черную икру,2) хлеб ,3) соль,4) перловую крупу,5) нет верного ответа,4,economics,ZAKL,elasticity,1,False,0,0,
4833,"Перекрёстная эластичность спроса на товар X по цене товара Y равна 2, следовательно, при увеличении объёма продаж товара Y на 2% объём продаж товара X изменится на:",1) 0.02,2) 0.04,3) 0.0404,4) не изменится,5) нет верного ответа,4,economics,ZAKL,elasticity,1,False,0,0,
4834,"С ростом доходов в Житомире стали покупать больше сыра, чем макарон. Отсюда можно сделать вывод, что:",1) сыр и макароны являются товарами-заменителями ,"2) макароны – нормальный товар, а сыр – товар низшего качества (инфериорный) ","3) сыр – нормальный товар, а макароны – инфериорный товар",4) сыр и макароны дополняют друг друга,5) информации для выводов недосточно,4,economics,ZAKL,elasticity,1,False,0,0,
4835,"Увеличение дохода потребителя с 500 до 650 долл. привело к росту спроса на товар Х с 12 до 16,8 единиц. Этот товар:",1) качественный,2) некачественный,3) первой необходимости,4) роскоши,5) верно б) и г),4,economics,ZAKL,elasticity,1,False,0,0,
4836,"Если повышение цены на товар Х не ведет к падению общей выручки от продажи товара Х, то это может означать, что спрос на товар Х",1) эластичен по цене ,2) неэластичен по цене,3) обладает единичной эластичностью по цене,"4) падает с ростом цены, но про его ценовую эластичность определенного вывода сделать нельзя",5) верно б и в,4,economics,MOSH,elasticity,1,False,0,0,
4837,"Если повышение цены на товар Х не влияет на спрос на товар Y, то это означает, что:",1) перекрёстная эластичность спроса на товар Y по цене товара X положительна ,2) товары Х и Y являются дополняющими,3) спрос на товар Y обладает единичной эластичностью по цене товара Y,4) спрос на товар Y не меняется при изменении его цены,5) перекрёстная эластичность спроса на товар Y по цене товара X равна нулю,4,economics,MUN,elasticity,1,False,0,0,
4838,Потребитель тратит весь свой доход только на товары Х и Y. Спрос на товар Х эластичен по доходу. Тогда:,1) товары X и Y являются товарами первой необходимости ,2) товары X и Y являются взаимодополняемыми товарами (субститутами) ,3) увеличение дохода приведёт к росту спроса на товар Х и снижению спроса на товар Y ,"4) коэффициент эластичности спроса по доходу на товар Х положителен, но меньше единицы",5) спрос на товар Y неэластичен по доходу,4,economics,SIB,elasticity,1,False,0,0,
4839,В случае абсолютно неэластичного спроса:,1) Государство не сможет мерами регулирования рынка изменить равновесный объём на рынке ,2) Введенный государством налог на производителей будет поровну распределен между потребителями и производителями,3) Эластичность предложения по цене не может быть равна 0 ни в одной точке,4) Ввод налога на производителей непременно приведёт к снижению общественного благосостояния,5) Нет верного ответа,4,economics,MUN,elasticity,1,False,0,0,
4840,"Функция спроса на товар Х описывается уравнением Qx = 50 − 2 · x · Px + Py + 0, 01 · x · I, где Px - цена товара Х, Py- цена другого товара Y , а I – уровень дохода среднего потребителя. Верно ли что:","1) товары X, Y – взаимозаменяемые ","2) товары X, Y – нейтральные","3) товары X, Y – взаимодополняемые ",4) информации недостаточно,,0,economics,ZAKL,elasticity,1,False,0,0,
4841,На рынке 2 продавца. Обе кривых предложения описываются линейными функциями S1 и S2 изображенными на рисунке. Выберите верное утверждение:,1) показатель ценовой эластичности рыночного предложения больше 1 ,2) показатель ценовой эластичности рыночного предложения меньше 1,3) эластичность рыночного предложения равна единице,4) для оценки эластичности информации недостаточно,,1,economics,ZAKL,elasticity,1,False,0,0,
4842,"Если пятипроцентное увеличение дохода привело к снижению спроса на товар, то товар А является:",1) неприбыльным для производителей ,2) товаром первой необходимости,3) нормальным товаром,4) товаром низшего порядка,,3,economics,ZAKL,elasticity,1,False,0,0,
4843,График спроса сдвинулся параллельно самому себе из положения D1 в положение D2 под воздействием изменения доходов потребителей. Что можно сказать относительно значений коэффициентов ценовой эластичности спроса в первоначальной и новой точках равновесия?,"1) эластичность кривой спроса D1 меньше, чем эластичность кривой D2 ","2) эластичность кривой спроса D1 больше, чем эластичность кривой D2 ",3) кривые имеют одинаковую эластичность,4) обе кривые имеют единичную эластичность,5) недостаточно информации для ответа,0,economics,ZAKL,elasticity,1,False,0,0,
4844,Найти эластичность спроса по цене в точке A:,1) -0.18,2) -0.2,3) -0.1,4) 0.15,5) нет верного ответа,0,economics,ZAKL,elasticity,1,False,0,0,
4845,"Если линейная кривая предложения эластична при значении цены, равном 60, то минимальная цена, при которой продавцы готовы продать рассматриваемый товар, выше:",1) 0.0,2) 10.0,3) 20.0,4) 30.0,5) 40.0,0,economics,MUN,elasticity,1,False,0,0,
4846,"Пусть ценовая эластичность спроса на горох составляет (-0,10), когда горох измеряют в бушелях. 1/4 бушеля составляет пек. Чему будет равна ценовая эластичность спроса на горох, когда горох измеряют в пеках?",1) -0.1,2) -0.4,3) -0.03,4) -0.2,5) ни один из выше названных,0,economics,MUN,elasticity,1,False,0,0,
4847,"Чтобы при увеличении дохода потребителя с 80 до 86 единиц благо оказалось товаром роскоши, доля расходов на него должна увеличится больше чем на:",1) 0%,2) 2.5%,3) 5%,4) 7.5%,5) 10%,0,economics,MUN,elasticity,1,False,0,0,
4848,Эластичность спроса по цене по абсолютной величине при каждом возможном значении цены (спрос задан линейно):,"1) будет меньше, если доход потребителя на качественный (нормальный) товар растёт ","2) будет больше, если потребитель получает субсидию ",3) не изменяется в результате сдвига функции,4) является постоянной величиной для любого уровня цены,5) больше единицы,0,economics,MUN,elasticity,1,False,0,0,
4849,"Если снижение цены товара приводит к росту общей выручки, это означает, что спрос на товар был:",1) эластичным по цене ,2) неэластичным по цене,3) с единичной эластичностью по цене,"4) нельзя ответить, т.к. нельзя посчитать процентные изменения цены и величины спроса","5) нельзя ответить, т.к. нельзя посчитать процентные изменения цены и общей выручки",0,economics,REG,elasticity,1,False,0,0,
4850,Перекрёстная эластичность спроса будет ближе всего к нулю для:,1) роз и гвоздик,2) соли и сахара,3) телевизоров и видеомагнитофонов,4) труда и капитала,5) театра и кино,1,economics,MUN,elasticity,1,False,0,0,
4851,Спрос на качественный товар X линеен. Цена товара равна 40 руб. и не меняется. Кривая спроса сдвигается параллельно самой себе в ответ на уменьшение доходов потребителя. Как изменится (по абсолютной величине) эластичность спроса после этого сдвига?,1) Останется неизменной,2) Возрастет,3) Ументшится,"4) Недостаточно информации для ответа, т.к. неизвестна функция спроса ","5) Недостаточно информации для ответа, т.к, неизвестны начальная и конечная величина спроса",1,economics,REG,elasticity,1,False,0,0,
4852,Средняя выручка фирмы со снижением объёма продаж (при совершенно эластичной функции спроса):,1) увеличивается ,2) остается постоянной,3) уменьшается,"4) может увеличиваться, а может и уменьшаться",5) нет верного ответа,1,economics,REG,elasticity,1,False,0,0,
4853,"Когда товар стоил 4 рубля за штуку, на рынке совершенной конкуренции было равновесие, а эластичность спроса в равновесной точке была равна -2. Экономист Татьяна утверждает, что если цена снизится на четверть из-за роста предложения, величина спроса вырастёт в полтора раза. Что можно сказать о заявлении Татьяны?","1) Оно верно, если функция спроса имеет постоянную ценовую эластичность ",2) Оно верно для линейной функции спроса,3) Оно верно для любой функции спроса,4) Оно неверно для любой функции спроса,,1,economics,REG,elasticity,1,False,0,0,
4854,На рисунке изображены две кривые спроса на некоторый товар в различных регионаах Альфа (DA) и Вега (DB). Выберете верное утверждение:,"1) Ценовая эластичность спроса в точке А больше, чем в точке В ","2) Ценовая эластичность спроса в точке В больше, чем в точке А",3) По представленному рисунку ценовые эластичности в точках А и В не сравнимы ,"4) При абсолютно неэластичном предложении товара на рынке совершенной конкуренции цена товара будет выше в регионе Альфа, чем в регионе Вега","5) При абсолютно неэластичном предложении товара на рынке совершенной конкуренции цена товара будет выше в регионе Вега, чем в регионе Альфа",1,economics,REG,elasticity,1,False,0,0,
