question_id,ask_text,right_answer,subject,source,theme,may_in_subway,have_photo,number_of_decisions,number_of_correct_decisions,photo_url
753,"Если у предпринимателя есть собственное помещение для офиса, то ему всегда выгоднее использовать его, а не брать в аренду другое, потому что использование своего помещения не влечет издержек.",0,economics,REG,KPV KTV opportunity costs,1,0,0,0,
754,"Если страны A и B с различными КПВ объединяются, то они всегда выигрывают от специализации.",0,economics,,KPV KTV opportunity costs,1,0,0,0,
755,"Если страна А имеет объём ресурсов, отличный от объёма страны В, и технологии производства двух товаров, отличные от технологий страны В, то страна А должна иметь абсолютное преимущество перед страной В в производстве хотя бы одного из этих товаров.",0,economics,REG,KPV KTV opportunity costs,1,0,0,0,
756,"Если собственник фирмы доверил управление наёмному менеджеру, а сам отдыхает постоянно на Канарских островах, то его внутренние издержки равны нулю:",0,economics,ZAKL,KPV KTV opportunity costs,1,0,0,0,
757,"Если при том же уровне технологии, качестве и количестве ресурсов, они используются в экономике менее эффективно, то кривая производственных возможностей сдвигается влево.",0,economics,REG,KPV KTV opportunity costs,1,0,0,0,
758,"Если предельные издержки постоянны, то они всегда равны средним издержкам",0,economics,SIB,KPV KTV opportunity costs,1,0,0,0,
759,"Если Вова умеет решать задачи в два раза быстрее Миши, то Вова обладает сравнительным приемуществом в решении задач.",0,economics,,KPV KTV opportunity costs,1,0,0,0,
760,"Если в производстве двух благ действует закон убывающей отдачи от фактора, то кривая производственных возможностей будет не линейна.",1,economics,SIB,KPV KTV opportunity costs,1,0,0,0,
761,"Если Аня может решить 100 задач или написать одну книгу за 24 часа, а Оля может решить 2 задачи или написать 20 книг за 12 часов, то специализация каждой девушки приведет к увеличению суммарного производства хотя бы одного блага.",1,economics,,KPV KTV opportunity costs,1,0,0,0,
762,"Для экономики, в которой производится 5 разных экономических благ, КПВ может быть построена в пятимерном пространстве.",1,economics,SIB,KPV KTV opportunity costs,1,0,0,0,
763,"Все эти точки лежат на одной кривой производственных возможностей: A(10;l),B(2;8),C(5;6),D(3,7).",0,economics,ZAKL,KPV KTV opportunity costs,1,0,0,0,
764,"Все точки, лежащие на кривой производственных возможностей, соответствуют эффективному использованию ресурсов",1,economics,MOSH,KPV KTV opportunity costs,1,0,0,0,
765,В эффективных экономиках альтернативные издержки всегда убывают.,0,economics,,KPV KTV opportunity costs,1,0,0,0,
766,В ходе последних военных действий кривая производственных возможностей Ирака сдвинулась влево.,1,economics,REG,KPV KTV opportunity costs,1,0,0,0,
767,"В июне 1998, в канун финала чемпионата мира по футболу авиадиспетчеры «Эр Франс» объявили забастовку. Она длилась десять дней. В забастовке принимали участие 80% пилотов компании; она обошлась Air France более чем в $170 млн. Можно ли утверждать, что в результате забастовки кривая производственных возможностей Франции изменилась и (или) сдвинулась влево-вниз?",0,economics,MUN,KPV KTV opportunity costs,1,0,0,0,
768,Акции мебельной фабрики не являются экономическим ресурсом для производства мебели.,1,economics,SIB,KPV KTV opportunity costs,1,0,0,0,
769,"Все точки, лежащие под кривой производственных возможностей, обязательно соответствуют неэффективному использованию ресурсов.",0,economics,ZAKL,KPV KTV opportunity costs,1,0,0,0,
770,"Рост спроса означает, что покупатели при каждом прежнем значении цены желают и могут приобрести товар в большем количестве, чем раньше.",1,economics,,supply and demand,1,0,0,0,
771,Сокращение спроса и предложения вызовет снижение равновесного количества при постоянстве равновесной цены на данный товар.,1,economics,,supply and demand,1,0,0,0,
772,Спрос возникает из максимизации полезности.,1,economics,,supply and demand,1,0,0,0,
773,Для некоторых товаров спрос индивида может зависеть от спроса на них других людей.,1,economics,MOSH,supply and demand,1,0,0,0,
774,Положительный наклон краткосрочной кривой предложения в основном связан с законом убывающей предельной производительности.,1,economics,MOSH,supply and demand,1,0,0,0,
775,Кривая рыночного спроса строится по кривым индивидуального спроса путем их сложения по горизонтали.,1,economics,ZAKL,supply and demand,1,0,0,0,
776,С ростом поголовья крупного рогатого скота спрос на пшеницу увеличивается.,1,economics,ZAKL,supply and demand,1,0,0,0,
777,"Закон спроса утверждает, что когда цена товара растет, спрос на этот товар уменьшается.",0,economics,REG,supply and demand,1,0,0,0,
778,Рост величины спроса на данный товар соответствует сдвигу кривой спроса вправо вверх.,0,economics,ZAKL,supply and demand,1,0,0,0,
779,Снижение урожая кукурузы уменьшает спрос на пшеницу.,0,economics,ZAKL,supply and demand,1,0,0,0,
780,Рост урожая пшеницы уменьшает спрос на пшеницу.,0,economics,ZAKL,supply and demand,1,0,0,0,
781,"Общая выручка, которая соответствует каждой точке кривой спроса, заданной уравнением Q = 1/P, одна и та же.",1,economics,REG,supply and demand,1,0,0,0,
782,Накануне пасхального праздника увеличивается предложение яиц.,0,economics,ZAKL,supply and demand,1,0,0,0,
783,"Если товар дорожает, то его предложение, скорее всего, увеличится.",0,economics,REG,supply and demand,1,0,0,0,
784,"Цена предложения – это минимальная цена, по которой производители готовы продать единицу товара.",1,economics,MUN,supply and demand,1,0,0,0,
785,При равновесной цене для данных спроса и предложения продается максимально возможное количество товара.,1,economics,SIB,supply and demand,1,0,0,0,
786,С ростом дохода потребителя кривая спроса сдвигается вправо-вверх.,0,economics,MUN,supply and demand,1,0,0,0,
787,"Общая выручка, которая соответствует каждой точке кривой спроса, заданной уравнением Q = 100/(P + 10) не меняется при движении вдоль кривой спроса.",0,economics,MUN,supply and demand,1,0,0,0,
788,Рост цен на лыжи приведет к росту цен на лыжные ботинки.,0,economics,REG,supply and demand,1,0,0,0,
789,"В модели «Спрос-предложение», равновесная цена является экзогенной переменной, а равновесный объём продаж – эндогенной.",0,economics,ZAKL,supply and demand,1,0,0,0,
790,"В условии дефицита товар продается в количестве меньше равновесного объёма, а в условии излишка – больше.",0,economics,ZAKL,supply and demand,1,0,0,0,
791,Крупный неурожай картофеля в стране приводит к сдвигу кривой спроса на картофель вправо.,0,economics,ZAKL,supply and demand,1,0,0,0,
792,"Удорожание товара, вызванное сдвигом кривой предложения, всегда приводит к росту выручки от продажи товара.",0,economics,REG,supply and demand,1,0,0,0,
793,Рост производительности в результате более глубокой специализации способствует росту отдачи от масштаба производства.,1,economics,VP,production optimization,1,0,0,0,
794,"Когда общий объём продукта растет, предельный продукт является возрастающей положительной величиной.",0,economics,REG,production optimization,1,0,0,0,
795,"Закон убывающей предельной производительности факторов производства означает, что снижение цены товара приводит к росту объёма производства данного товара",0,economics,VP,production optimization,1,0,0,0,
796,"Предельный продукт труда не может расти, когда средний продукт труда убывает.",1,economics,REG,production optimization,1,0,0,0,
797,"Если выполняется закон убывающей предельной производительности, то при увеличении использования переменного фактора средний продукт этого фактора и предельный продукт этого фактора всегда изменяются в одном и том же направлении.",0,economics,ZAKL,production optimization,1,0,0,0,
798,Примером проявления закона убывающей предельной производительности может служить снижение предельного продукта капитала при фиксированном уровне используемого труда,1,economics,MUN,production optimization,1,0,0,0,
799,"Закон убывающей предельной производительности фактора действует при условии, что уровень технологии не изменяется.",1,economics,SIB,production optimization,1,0,0,0,
800,Значение предельной доходности капитала (MRPK) не зависит от объёма используемого труда.,0,economics,REG,production optimization,1,0,0,0,
801,"Если труд является единственным переменным фактором производства, то переменные издержки линейно зависят от количества труда.",0,economics,MUN,production optimization,1,0,0,0,
802,"Средний продукт труда достигает максимума, когда средние издержки минимальны.",0,economics,ZAKL,production optimization,1,0,0,0,
803,Рост доходов предприятия непременно расширяет ресурсные возможности для модернизации производства и одновременно создает стимулы для повышения его эффективности.,0,economics,SIB,production optimization,1,0,0,0,
804,"В производстве, где используются несколько ресурсов, при постоянной отдаче от масштаба удвоение любого ресурса приведет к увеличению объёма выпуска также в два раза.",0,economics,REG,production optimization,1,0,0,0,
805,"Если предельный продукт труда в денежном выражении больше, чем предельный продукт капитала в денежном выражении, то фирме следует сократить объём используемого капитала и увеличить количество нанятых работников в долгосрочном периоде.",0,economics,REG,production optimization,1,0,0,0,
806,"Если кривая средней выручки имеет отрицательный наклон, то и кривая предельной выручки имеет отрицательный наклон.",0,economics,MOSH,production optimization,1,0,0,0,
807,Издержки фирмы на производство на двух заводах описываются функциями TC1 = q 2 1+3q1+4 и T C2 = 2q 2 2+q2+1. В этом случае выбор q1 = 1 и q2 = 1 является оптимальным для фирмы?,0,economics,SIB,production optimization,1,0,0,0,
808,Бухгалтерские затраты на производство не могут быть больше экономических затрат.,1,economics,ZAKL,production costs,1,0,0,0,
809,"Если цена единицы сырья X, нужного для производства единицы товара Y , выросла, то средние переменные затраты возрастут для любого возможного (ненулевого) объёма выпуска товара Y .",1,economics,ZAKL,production costs,1,0,0,0,
810,"Если труд является единственным переменным фактором производства, то достижение максимума средним продуктом труда, соответствует минимум средних переменных издержек.",1,economics,REG,production costs,1,0,0,0,
811,Изменение постоянных издержек фирмы не изменяет её функцию предложения.,1,economics,MUN,production costs,1,0,0,0,
812,В краткосрочном периоде средние переменные затраты иа производство всегда зависят от объёма производства.,0,economics,MUN,production costs,1,0,0,0,
813,Экономическая прибыль представляет собой неявные издержки.,0,economics,REG,production costs,1,0,0,0,
814,"Если экономическая прибыль положительна, то бухгалтерская прибыль строго больше нуля.",1,economics,REG,production costs,1,0,0,0,
815,"Если предельные издержки производства постоянны, то средние издержки также постоянны.",0,economics,ZAKL,production costs,1,0,0,0,
816,"Если труд является единственным переменным фактором производства, то переменные издержки линейно зависят от количества труда.",0,economics,REG,production costs,1,0,0,0,
817,"Если владелец фирмы не арендует помещение, а использует свою собственную квартиру, то он увеличивает внутренние издержки, но снижает внешние.",1,economics,ZAKL,production costs,1,0,0,0,
818,"Если величина ∆MC(Q)/∆Q отрицательна, то MC < AT C",1,economics,SIB,production costs,1,0,0,0,
819,"Если краткосрочные предельные издержки фирмы постоянны для всех объёмов выпуска, то это означает, что краткосрочные средние издержки падают.",1,economics,REG,production costs,1,0,0,0,
820,"Проведение рекламной кампании фирмой может снизить её средние издержки при объёме выпуска, максимизирующем прибыль.",1,economics,REG,production costs,1,0,0,0,
821,"Фирма, действовавшая в условиях олигополии, неожиданно лишилась всех своих конкурентов (они ушли с данного рынка) и стала монополистом. Это приведёт к изменению краткосрочных кривых издержек этой фирмы.",0,economics,SIB,production costs,1,0,0,0,
822,Экономические издержки фирмы не могут превышать её бухгалтерские издержки.,0,economics,SIB,production costs,1,0,0,0,
823,"Если цена фиксированного ресурса выросла, то кривые АС, AFС и МС должны сдвинуться вверх, а положение кривой AVC останется тем же.",0,economics,ZAKL,production costs,1,0,0,0,
824,"Постоянные издержки потому и называются постоянными, что фирма их несет
как в краткосрочном, так и в долгосрочном периоде.
",0,economics,SIB,production costs,1,0,0,0,
825,Предельная полезность потребления свободного блага равна нулю.,1,economics,SIB,utility and consumer choice,1,0,0,0,
826,"Среди благ, потребляемых индивидами, всегда есть неинфериорные блага.",1,economics,ZAKL,utility and consumer choice,1,0,0,0,
827,"Если индивид имеет ровно два альтернативных способа вложения средств, то сумма экономических прибылей от этих способов равна нулю.",1,economics,SIB,utility and consumer choice,1,0,0,0,
828,"Предпочтения потребителя представимы стандартными кривыми безразличия, выпуклыми к началу координат. Когда бюджетная линия совпала с прямой L1, потребитель выбрал точку A, а когда бюджетная линия совпала с L2, он выбрал точку B. Значит, он не является потребителем, максимизирующим полезность.",1,economics,SIB,utility and consumer choice,1,0,0,0,
829,"Если молодой человек женится по любви, отказав богатой невесте, то это свидетельствует о его нерациональности с экономической точки зрения.",0,economics,ZAKL,utility and consumer choice,1,0,0,0,
830,С ростом оплаты труда снижается альтернативная стоимость свободного времени.,0,economics,SIB,utility and consumer choice,1,0,0,0,
831,Оптимум потребителя всегда достигается в точке касания бюджетной линии и кривой безразличия.,0,economics,SIB,utility and consumer choice,1,0,0,0,
832,"Если эластичность кривой спроса постоянна и равна –2, то кривая TR(Q) имеет положительный наклон",1,economics,MOSH,elasticity,1,0,0,0,
833,"Кривая предложения в виде восходящей ветви параболы с вершиной в начале координат, имеет одинаковую ценовую эластичность в любой точке.",1,economics,MOSH,elasticity,1,0,0,0,
834,Эластичность спроса может быть определена по любой детерминанте спроса.,1,economics,VP,elasticity,1,0,0,0,
835,"Если кривая спроса линейна, то при P = 0 эластичность равна 0.",1,economics,ZAKL,elasticity,1,0,0,0,
836,"Кривая спроса описывается функцией Q = A − B · P. Существуют положительные A и В, при которых спрос неэластичен по цене в любой точке этой кривой.",0,economics,ZAKL,elasticity,1,0,0,0,
837,"Если кривая спроса линейна, максимальная выручка достигается в точке, где эластичность выручки по объёму продаж равна единице (по модулю).",0,economics,MOSH,elasticity,1,0,0,0,
838,"Если после увеличения цены с 27 рублей до 30 рублей за единицу товара величина спроса упала с 30 единиц до 27, эластичность спроса составит –1.",0,economics,MOSH,elasticity,1,0,0,0,
839,"Ломаная линейная кивая предложения, выходящая из начала координат, имеет единичную ценовую эластичность в любой точке.",0,economics,MOSH,elasticity,1,0,0,0,
840,"Если цена товара вырастет на 30%, а величина спроса сократится на 30%, то выручка продавцов товара не изменится, так как спрос при таком изменении цены характеризуется как спрос единичной эластичности.",0,economics,SIB,elasticity,1,0,0,0,
841,"Если спрос абсолютно эластичен, то небольшое изменение в цене приведёт к возникновению ситуации, когда никто не станет покупать этот товар.",0,economics,VP,elasticity,1,0,0,0,
842,"Чем меньше у данного товара заменителей в потреблении, тем менее эластичен спрос на него.",1,economics,REG,elasticity,1,0,0,0,
843,Совокупный доход эластичен (E > 1) по автономным расходам.,0,economics,ZAKL,elasticity,1,0,0,0,
844,"Ценовая эластичность предложения, заданного уравнением QS(P) = e P , постоянна.",0,economics,ZAKL,elasticity,1,0,0,0,
845,"Для товаров с абсолютно неэластичным предложением кривая предложения имеет вид линии, перпендикулярной оси Р.",0,economics,REG,elasticity,1,0,0,0,
846,"Спрос на «Жигули» менее эластичен, чем на легковые автомобили в целом.",0,economics,REG,elasticity,1,0,0,0,
847,"Предложение, которое описывается функцией Q=20P + P/20, имеет единичную ценовую эластичность в любой точке.",1,economics,MUN,elasticity,1,0,0,0,
848,"Чем ниже ценовая эластичность спроса, тем сильнее потребители пострадают от введения косвенного налога.",1,economics,MUN,elasticity,1,0,0,0,
849,"Если эластичность кривой спроса постоянна и равна –0,5, то кривая МR(Q) имеет положительный наклон.",1,economics,REG,elasticity,1,0,0,0,
850,"Если на рынке 2 группы фирм, имеющих функции предложения Q1 = −40 + 4p, Q2 = −25 + 5p можно утверждать, что рыночное предложение эластично по цене в любой точке.",1,economics,ZAKL,elasticity,1,0,0,0,
851,"Если при снижении объёма выпуска товара Х на 2%, средняя выручка фирмы снижается на 3%, то на рассматриваемом отрезке кривая спроса на товар Х неэластична по цене.",1,economics,ZAKL,elasticity,1,0,0,0,
852,"Размер монопольной власти выше на рынке товара, ориентированного на потребителей с высоким уровнем дохода.",1,economics,ZAKL,elasticity,1,0,0,0,
853,Для функции предложения Qs = 10p 3 эластичность предложения по цене в любой точке одинакова.,1,economics,SIB,elasticity,1,0,0,0,
854,Для некоторых товаров знак эластичности спроса по доходу может зависеть от величины дохода.,1,economics,REG,elasticity,1,0,0,0,
855,"Линейная кривая предложения, выходящая из начала координат, имеет единичную ценовую эластичность в любой точке.",1,economics,REG,elasticity,1,0,0,0,
856,"Обычно эластичность спроса по цене выше для товаров, расходы на которые занимают значительную долю бюджета потребителя.",1,economics,SIB,elasticity,1,0,0,0,
857,"Ценовые эластичности спроса на масло в России и США нельзя сравнивать, т.к. и цены и величины спроса в этих странах выражены в различных единицах (рубли/доллары, килограммы/фунты).",0,economics,SIB,elasticity,1,0,0,0,
858,"Если спрос на продукт фирмы становится менее эластичным по цене, монопольная власть фирмы уменьшается.",0,economics,ZAKL,elasticity,1,0,0,0,
859,"Если эластичность выручки предприятия по объёму выпуска отрицательна, то фирма работает на эластичном участке спроса.",0,economics,ZAKL,elasticity,1,0,0,0,
860,"Если кривая спроса линейна, максимальная выручка достигается в точке, где эластичность предельной выручки по объёму продаж равна нулю.",0,economics,REG,elasticity,1,0,0,0,
861,"Если после увеличения цены товара в 1,3 раза величина спроса упала в 1,3 раза, то эластичность спроса составит –1.",0,economics,REG,elasticity,1,0,0,0,
862,Эластичность средних издержек по выпуску не превышает эластичности средних переменных издержек по выпуску при каждом значении выпуска.,1,economics,MOSH,elasticity,1,0,0,0,
863,"Спрос на квалифицированный труд, как правило, более эластичен по заработной плате, чем спрос на неквалифицированный труд.",0,economics,MOSH,elasticity,1,0,0,0,
864,Для фирмы в условиях несовершенной конкуренции эластичность предельной выручки по выпуску является отрицательной величиной.,0,economics,MUN,elasticity,1,0,0,0,
865,"Чем более эластичные кривые спроса и предложения на рынке, тем более вероятно, что введение количественных налогов приведёт к увеличению налоговых поступлений.",0,economics,ZAKL,elasticity,1,0,0,0,
866,Кривая предложения совершенно конкурентной фирмы в краткосрочном периоде имеет положительный наклон.,1,economics,,perfect competition,1,0,0,0,
867,Кривая предложения совершенно конкурентной может убывать в краткосрочном периоде.,0,economics,,perfect competition,1,0,0,0,
868,Производитель может влиять на цену на рынке совершенной конкуренции:,0,economics,,perfect competition,1,0,0,0,
869,Фирма на совершенно конкурентном рынке получает положительную экономическую прибыль в долгосрочном периоде:,0,economics,,perfect competition,1,0,0,0,
870,Кривая предложения на совершенно конкурентном рынке труда совершенно эластична.,0,economics,MOSH,perfect competition,1,0,0,0,
871,"В долгосрочном периоде совершенно конкурентная фирма выбирает такой объём производства, при котором цена равна минимуму краткосрочных средних издержек.",0,economics,ZAKL,perfect competition,1,0,0,0,
872,"Если рыночный спрос на продукцию, производимую в условиях совершенной конкуренции, совершенно эластичен, то кривая спроса на товар отдельной фирмы будет с ним совпадать.",1,economics,MUN,perfect competition,1,0,0,0,
873,При увеличении числа фирм на рынке однородного товара суммарная выручка фирм может увеличиться.,1,economics,REG,perfect competition,1,0,0,0,
874,В условиях совершенной конкуренции (в долгосрочном периоде) все фирмы имеют нулевую экономическую прибыль.,1,economics,SIB,perfect competition,1,0,0,0,
875,"Если повышение цены одного из факторов производства привело к росту предельных издержек для каждого уровня выпуска, то кривая краткосрочного предложения совершенно конкурентной фирмы сдвинется вверх.",1,economics,ZAKL,perfect competition,1,0,0,0,
876,"Если у конкурентной фирмы предельная выручка при некотором объёме выпуска превышает средние издержки, то ей рационально оставаться в отрасли в краткосрочном периоде.",1,economics,ZAKL,perfect competition,1,0,0,0,
877,Ценовая дискриминация невозможна в условиях совершенной конкуренции.,1,economics,SIB,perfect competition,1,0,0,0,
878,"Когда цена товара на рынке совершенной конкуренции падает ниже уровня средних постоянных затрат фирмы, она немедленно покидает рынок.",0,economics,SIB,perfect competition,1,0,0,0,
879,"Если совершенный конкурент решит увеличить выпуск на 10% без каких-либо причин, то его выручка изменится менее, чем на 10%.",0,economics,SIB,perfect competition,1,0,0,0,
880,Для совершенно конкурентной экономики характерно совершенно равномерное распределение доходов.,0,economics,REG,perfect competition,1,0,0,0,
881,"С ростом выпуска, предельная выручка монополиста растёт:",1,economics,,monopoly,1,0,0,0,
882,Функция рыночного спроса задана уравнением Q = 2008 / P −2 . Монополист сможет продать 2008 единиц продукции по цене 1.,1,economics,MOSH,monopoly,1,0,0,0,
883,"Монополия - ситуация, когда на рынке присутствует только один крупный продавец и несколько крупных покупателей.",0,economics,MOSH,monopoly,1,0,0,0,
884,Фирме-монополисту в краткосрочном периоде невыгодно покинуть отрасль ни при каких условиях.,0,economics,REG,monopoly,1,0,0,0,
885,"Известно, что выручка монополиста описывается функцией T R = 40P 2+10P , где P - цена за единицу продукции. Это значит, что предельный доход монополиста тоже зависит от цены и описывается функцией: MR = 80P + 10.",0,economics,SIB,monopoly,1,0,0,0,
886,Максимум прибыли монополиста достигается при P = MC.,0,economics,ZAKL,monopoly,1,0,0,0,
887,"Если монополист, максимизирующий прибыль, захотел бы увеличить цену на 1% в результате роста издержек, то его объём продаж уменьшился бы больше, чем на 1%.",1,economics,REG,monopoly,1,0,0,0,
888,"В точке максимума прибыли монополиста цена на его продукцию выше, чем в точке максимума общей выручки.",1,economics,REG,monopoly,1,0,0,0,
889,"Верно ли, что если спрос на продукцию монополии при каждом значении цены возрастёт вдвое, равновесная цена покупки монопольного товара тоже возрастет?",0,economics,REG,monopoly,1,0,0,0,
890,"Способность монополии получать сверхприбыль (экономическую прибыль) в долгосрочном периоде является следствием того, что издержки на единицу продукции у монополии ниже по сравнению с конкурентной отраслью.",0,economics,ZAKL,monopoly,1,0,0,0,
891,"Монополисту, максимизирующему прибыль, выгодно работать на неэластичном участке кривой спроса.",0,economics,REG,monopoly,1,0,0,0,
892,Использование монопольной власти относится к провалам рынка.,1,economics,MUN,monopoly,1,0,0,0,
893,"Максимизирующий прибыль монополист производит продукцию с меньшими издержками, чем конкурентные фирмы.",1,economics,MUN,monopoly,1,0,0,0,
894,"Если монополист осуществляет совершенную ценовую дискриминацию, то для него предельная выручка равна цене.",1,economics,SIB,monopoly,1,0,0,0,
895,"Монополия обязательно получает в долгосрочном периоде положительную экономическую прибыль, так как, являясь единственным производителем, она может устанавливать сколь угодно высокую цену на свою продукцию",0,economics,MUN,monopoly,1,0,0,0,
896,"Прибыль монополиста, предельные издержки которого возрастают при росте выпуска, не может быть отрицательной.",0,economics,MUN,monopoly,1,0,0,0,
897,"Монополисту, максимизирующему прибыль, выгодно работать на неэластичном участке кривой спроса.",0,economics,MUN,monopoly,1,0,0,0,
898,Кривая предложения монополиста имеет положительный наклон.,0,economics,SIB,monopoly,1,0,0,0,
899,"Как правило, если фирмы конкурируют только один период, то им выгодно отклоняться от договорённостей.",1,economics,,oligopoly and game theory,1,0,0,0,
900,"Как правило, если фирмы объединяются в картель, то получают наибольшую прибыль.",1,economics,,oligopoly and game theory,1,0,0,0,
901,Картель - это сговор фирмы на рынке олигополии.,1,economics,,oligopoly and game theory,1,0,0,0,
902,На олигополистическом рынке существуют барьеры входа и они сложно преодолимы.,1,economics,,oligopoly and game theory,1,0,0,0,
903,На олигополистическом рынке фирмы имеют рыночную власть.,1,economics,,oligopoly and game theory,1,0,0,0,
904,На олигополистическом рынке фирмы всегда получают экономическую прибыль.,0,economics,,oligopoly and game theory,1,0,0,0,
905,На олигополистическом рынке функционирует большое количество фирм.,0,economics,,oligopoly and game theory,1,0,0,0,
906,"Если на олигополистическом рынке фирма повысит или снизит цену или объём выпуска, то это окажет влияние на продажи и прибыль фирм-конкурентов.",1,economics,REG,oligopoly and game theory,1,0,0,0,
907,"Если при некотором объёме выпуска фирмы-олигополиста T R > V C, то фирма продолжит производство в краткосрочном периоде.",1,economics,MUN,oligopoly and game theory,1,0,0,0,
908,"Если варенец и ряженка являются товарами-заменителями, то введение потоварного налога на производителей варенца приведет к повышению цен, которые потребители платят и за варенец и за ряженку.",1,economics,SIB,government intervention,1,0,0,0,
909,Вмешательство государства в экономику всегда снижает эффективность её функционирования.,0,economics,ZAKL,government intervention,1,0,0,0,
910,"Введение квоты эквивалентно установлению потолка цены на уровне цены спроса, соответствующей размеру квоты.",0,economics,MOSH,government intervention,1,0,0,0,
911,Повышение равновесной рыночной цены товара не может быть вызвано отменой субсидий производителям данного товара.,0,economics,MOSH,government intervention,1,0,0,0,
912,Последствия введения количественной субсидии потребителю и производителю одинаковы только в случае линейных кривых спроса и предложения.,0,economics,MOSH,government intervention,1,0,0,0,
913,"Если государство начинает платить фирме потоварную субсидию, то при прочих равных условиях её максимальная прибыль может уменьшиться",0,economics,MUN,government intervention,1,0,0,0,
914,"Если государство вводит потоварный налог на потребителей, то прибыль производителей уменьшается.",1,economics,MUN,government intervention,1,0,0,0,
915,"Расходы государства на количественную субсидию тем выше, чем эластичнее кривые спроса и предложения.",1,economics,MUN,government intervention,1,0,0,0,
916,Введение аккордного налога может привести к изменению предложения совершенно конкурентной отрасли в долгосрочном периоде.,1,economics,REG,government intervention,1,0,0,0,
917,"Введение квоты общего объёма реализации товара на уровне ниже равновесного объёма продаж эквивалентно установлению пола цены на уровне цены спроса, соответствующей размеру квоты.",1,economics,REG,government intervention,1,0,0,0,
918,"Если государство устанавливает минимальную заработную плату ниже равновесного уровня, это не меняет положение равновесия на рынке труда.",1,economics,REG,government intervention,1,0,0,0,
919,"То, на кого вводится потоварный налог на конкурентном рынке (на потребителей или на производителей), не влияет на равновесный объём выпуска.",1,economics,REG,government intervention,1,0,0,0,
920,"Автономный налог (взимающийся в виде фиксированной суммы, не зависящей от выпуска) не может изменить оптимальный выпуск в краткосрочном периоде.",1,economics,SIB,government intervention,1,0,0,0,
921,"Если введение налога не повлияет на объём продаж на данном рынке, а только образует зазор между ценой покупателя и ценой продавца, то чистые потери общества от введения налога будут равны нулю.",1,economics,SIB,government intervention,1,0,0,0,
922,"На рынке совершенной конкуренции снижение ставки потоварного налога, уплачиваемого производителями товара, может привести к тому, что величина суммарных налоговых выплат по этому налогу останется без изменений.",1,economics,REG,government intervention,1,0,0,0,
